path,label,title,author,license,license_url,source_page,original_url,download_url,collected_at,width,height,sha256,modification,reason
experiments/data/raw/butterfly/129745856.jpg,butterfly,File:Monarch butterflies (Danaus plexippus plexippus) Piedra Herrada.jpg,Charles J. Sharp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Monarch_butterflies_(Danaus_plexippus_plexippus)_Piedra_Herrada.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2f/Monarch_butterflies_%28Danaus_plexippus_plexippus%29_Piedra_Herrada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2f/Monarch_butterflies_%28Danaus_plexippus_plexippus%29_Piedra_Herrada.jpg/960px-Monarch_butterflies_%28Danaus_plexippus_plexippus%29_Piedra_Herrada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,eea29dfa21a4c82e3e1503bd33ffa6c91c7844e45ecff9e3826cbbb29c19cfbd,Wikimedia server thumbnail; no local pixel editing,insect too small in a wide colony view
experiments/data/raw/butterfly/129746000.jpg,butterfly,File:Monarch butterflies (Danaus plexippus plexippus) on Oyamel fir (Abies religiosa) Piedra Herrada.jpg,Charles J. Sharp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Monarch_butterflies_(Danaus_plexippus_plexippus)_on_Oyamel_fir_(Abies_religiosa)_Piedra_Herrada.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/Monarch_butterflies_%28Danaus_plexippus_plexippus%29_on_Oyamel_fir_%28Abies_religiosa%29_Piedra_Herrada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/Monarch_butterflies_%28Danaus_plexippus_plexippus%29_on_Oyamel_fir_%28Abies_religiosa%29_Piedra_Herrada.jpg/960px-Monarch_butterflies_%28Danaus_plexippus_plexippus%29_on_Oyamel_fir_%28Abies_religiosa%29_Piedra_Herrada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,786,9cdfee432934e1744c0ce35837431f199462e52075bdd7298c06ecdcfaea2657,Wikimedia server thumbnail; no local pixel editing,insect too small in a wide colony view
experiments/data/raw/butterfly/53889934.jpg,butterfly,File:201611 danaus plexippus.png,DBCLS Togo Picture Gallery,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:201611_danaus_plexippus.png,https://upload.wikimedia.org/wikipedia/commons/7/7c/201611_danaus_plexippus.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/7/7c/201611_danaus_plexippus.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,2026-09-07,332,362,1daf5b8aa875d9256f050fe2b0a49ad8644cabe772d55fe6986378d9302bfe58,Wikimedia server thumbnail; no local pixel editing,"illustration, not a photograph"
experiments/data/raw/butterfly/25842165.jpg,butterfly,File:2013-04-30 13-52-52-Danaus-plexippus.jpg,Thomas Bresson,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:2013-04-30_13-52-52-Danaus-plexippus.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/2013-04-30_13-52-52-Danaus-plexippus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/2013-04-30_13-52-52-Danaus-plexippus.jpg/960px-2013-04-30_13-52-52-Danaus-plexippus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,720,4f3f5f6ea7b9629800924a47b63dbb7eabacf697895a9d01829bd465abb7a25f,Wikimedia server thumbnail; no local pixel editing,isolated extreme head detail
experiments/data/raw/butterfly/67729199.jpg,butterfly,File:Danaus plexippus P1090775a.jpg,xpda,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Danaus_plexippus_P1090775a.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b5/Danaus_plexippus_P1090775a.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/Danaus_plexippus_P1090775a.jpg/960px-Danaus_plexippus_P1090775a.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,903,a63949bef0280779d1d33382c9ef08b1b1525e539b90401a37cded19c4662b8c,Wikimedia server thumbnail; no local pixel editing,dark tiny silhouette
experiments/data/raw/butterfly/64927950.jpg,butterfly,"File:Monarch - Danaus plexippus, Herndon, Virginia (36983605866).jpg",Judy Gallagher,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Monarch_-_Danaus_plexippus,_Herndon,_Virginia_(36983605866).jpg",https://upload.wikimedia.org/wikipedia/commons/6/60/Monarch_-_Danaus_plexippus%2C_Herndon%2C_Virginia_%2836983605866%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/60/Monarch_-_Danaus_plexippus%2C_Herndon%2C_Virginia_%2836983605866%29.jpg/960px-Monarch_-_Danaus_plexippus%2C_Herndon%2C_Virginia_%2836983605866%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,22ed07eb5fcabea2857747b58555b760d931bff703210899a4228c3164bae3b4,Wikimedia server thumbnail; no local pixel editing,caterpillar
experiments/data/raw/butterfly/63168428.jpg,butterfly,File:Danaus plexippus 0zz.jpg,Photo by David J. Stang,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Danaus_plexippus_0zz.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6c/Danaus_plexippus_0zz.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6c/Danaus_plexippus_0zz.jpg/960px-Danaus_plexippus_0zz.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,487,c4c0662b65e1f6d313d86e20f59e8a95e749810a54bdc82dbfe44448e8e36aa0,Wikimedia server thumbnail; no local pixel editing,insect cut off by image boundary
experiments/data/raw/butterfly/118622130.jpg,butterfly,"File:Monarch - Danaus plexippus, Meadowood SRMA, Mason Neck, Virginia, September 1, 2021 (52113198340).jpg",Judy Gallagher,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Monarch_-_Danaus_plexippus,_Meadowood_SRMA,_Mason_Neck,_Virginia,_September_1,_2021_(52113198340).jpg",https://upload.wikimedia.org/wikipedia/commons/f/fb/Monarch_-_Danaus_plexippus%2C_Meadowood_SRMA%2C_Mason_Neck%2C_Virginia%2C_September_1%2C_2021_%2852113198340%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/Monarch_-_Danaus_plexippus%2C_Meadowood_SRMA%2C_Mason_Neck%2C_Virginia%2C_September_1%2C_2021_%2852113198340%29.jpg/960px-Monarch_-_Danaus_plexippus%2C_Meadowood_SRMA%2C_Mason_Neck%2C_Virginia%2C_September_1%2C_2021_%2852113198340%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,7b1c5b34eb7056ef1157fb40ed61cbb90f6da89225984d2d3439e5a59a3bc062,Wikimedia server thumbnail; no local pixel editing,caterpillar
experiments/data/raw/butterfly/64927537.jpg,butterfly,"File:Monarch - Danaus plexippus on Tropical Milkweed, Fairchild Tropical Gardens, Coral Gables, Florida (32541189156).jpg",Judy Gallagher,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Monarch_-_Danaus_plexippus_on_Tropical_Milkweed,_Fairchild_Tropical_Gardens,_Coral_Gables,_Florida_(32541189156).jpg",https://upload.wikimedia.org/wikipedia/commons/1/1a/Monarch_-_Danaus_plexippus_on_Tropical_Milkweed%2C_Fairchild_Tropical_Gardens%2C_Coral_Gables%2C_Florida_%2832541189156%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1a/Monarch_-_Danaus_plexippus_on_Tropical_Milkweed%2C_Fairchild_Tropical_Gardens%2C_Coral_Gables%2C_Florida_%2832541189156%29.jpg/960px-Monarch_-_Danaus_plexippus_on_Tropical_Milkweed%2C_Fairchild_Tropical_Gardens%2C_Coral_Gables%2C_Florida_%2832541189156%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,1440,f1c0d3aad72f91c532588bcf1a87123b9ace77698283b757f6dddec1df3e8775,Wikimedia server thumbnail; no local pixel editing,caterpillar
experiments/data/raw/dragonfly/151166706.jpg,dragonfly,File:Libelule-Anax imperator-femelle-Hamois-Luc-Viatour.jpg,Lviatour,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Libelule-Anax_imperator-femelle-Hamois-Luc-Viatour.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Libelule-Anax_imperator-femelle-Hamois-Luc-Viatour.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d8/Libelule-Anax_imperator-femelle-Hamois-Luc-Viatour.jpg/960px-Libelule-Anax_imperator-femelle-Hamois-Luc-Viatour.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,5d6fc542652e160d15840f3c7e44d0cc48962211d68aab159992d9f004f5a1d1,Wikimedia server thumbnail; no local pixel editing,isolated extreme head detail
experiments/data/raw/dragonfly/7352494.jpg,dragonfly,File:Anax Imperator 2(loz).JPG,Loz (L. B. Tettenborn),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Anax_Imperator_2(loz).JPG,https://upload.wikimedia.org/wikipedia/commons/e/e1/Anax_Imperator_2%28loz%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/Anax_Imperator_2%28loz%29.JPG/960px-Anax_Imperator_2%28loz%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,1440,c3185fa69da4eb852c324bc5131eca713bc689955577e6d48b477a3b632b5656,Wikimedia server thumbnail; no local pixel editing,"emergence stage, not a fully developed adult"
experiments/data/raw/dragonfly/15268058.jpg,dragonfly,File:Anax imperator qtl7.jpg,Quartl,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Anax_imperator_qtl7.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/Anax_imperator_qtl7.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/Anax_imperator_qtl7.jpg/960px-Anax_imperator_qtl7.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,650,728c93cdceb7c9b3671876aa451db2373eff1c0affd3d3f08ad0f619d1c44e8a,Wikimedia server thumbnail; no local pixel editing,empty exuvia
experiments/data/raw/dragonfly/113141457.jpg,dragonfly,File:Anax imperator 2.jpg,ThedimitrijaS,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Anax_imperator_2.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/Anax_imperator_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/22/Anax_imperator_2.jpg/960px-Anax_imperator_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,c1a1838765074957f14468280d8f03b1bbe1ac746d282ecfc75d5bede24ed89c,Wikimedia server thumbnail; no local pixel editing,insect too small in wide pond view
experiments/data/raw/dragonfly/113141464.jpg,dragonfly,File:Anax imperator 48.jpg,ThedimitrijaS,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Anax_imperator_48.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Anax_imperator_48.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/Anax_imperator_48.jpg/960px-Anax_imperator_48.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,a42590871e1028e0dec7df8a77f57f1cca53d5f7e9902c1900f914d49483407e,Wikimedia server thumbnail; no local pixel editing,insect too small in wide pond view
experiments/data/raw/dragonfly/113113952.jpg,dragonfly,File:Anax imperator 435.jpg,Zerocool.marko,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Anax_imperator_435.jpg,https://upload.wikimedia.org/wikipedia/commons/4/43/Anax_imperator_435.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/43/Anax_imperator_435.jpg/960px-Anax_imperator_435.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2026-09-07,960,640,2f9eb27e92d8bc947f11c15b03807f7783e82945be2df0486ea0bde0a813a938,Wikimedia server thumbnail; no local pixel editing,insect too small in wide pond view
